JobID|Partition|Submit|Start|Elapsed|NNodes|NCPUS|ReqTRES|State
44144611|norm|2025-01-02T13:00:36|None|00:00:00|1|0|billing=1,cpu=1,mem=2G,node=1|CANCELLED by 61710
44144917|norm|2025-01-02T13:03:20|2025-01-02T13:04:06|00:02:09|1|2|billing=1,cpu=1,mem=2G,node=1|COMPLETED
44144917.batch||2025-01-02T13:04:06|2025-01-02T13:04:06|00:02:09|1|2||COMPLETED
44144917.extern||2025-01-02T13:04:06|2025-01-02T13:04:06|00:02:09|1|2||COMPLETED
44145008|norm|2025-01-02T13:04:09|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145008.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145008.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145013|norm|2025-01-02T13:04:10|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145013.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145013.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145016|norm|2025-01-02T13:04:11|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145016.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145016.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145020|norm|2025-01-02T13:04:13|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145020.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145020.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145025|norm|2025-01-02T13:04:14|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145025.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145025.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145028|norm|2025-01-02T13:04:15|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145028.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145028.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145031|norm|2025-01-02T13:04:16|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145031.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145031.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145033|norm|2025-01-02T13:04:17|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145033.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145033.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145035|norm|2025-01-02T13:04:18|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145035.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145035.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145038|norm|2025-01-02T13:04:20|2025-01-02T13:05:02|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145038.batch||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||FAILED
44145038.extern||2025-01-02T13:05:02|2025-01-02T13:05:02|00:00:03|1|2||COMPLETED
44145041|norm|2025-01-02T13:04:21|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145041.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145041.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145043|norm|2025-01-02T13:04:22|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145043.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145043.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145045|norm|2025-01-02T13:04:23|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145045.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145045.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145048|norm|2025-01-02T13:04:24|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145048.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145048.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145050|norm|2025-01-02T13:04:25|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145050.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145050.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145051|norm|2025-01-02T13:04:27|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145051.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145051.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145053|norm|2025-01-02T13:04:28|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145053.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145053.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145057|norm|2025-01-02T13:04:29|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145057.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145057.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145061|norm|2025-01-02T13:04:30|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145061.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145061.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145064|norm|2025-01-02T13:04:31|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145064.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145064.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145067|norm|2025-01-02T13:04:32|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145067.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145067.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145070|norm|2025-01-02T13:04:34|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145070.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145070.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145073|norm|2025-01-02T13:04:35|2025-01-02T13:05:03|00:00:02|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145073.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||FAILED
44145073.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:02|1|2||COMPLETED
44145076|norm|2025-01-02T13:04:36|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145076.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145076.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145079|norm|2025-01-02T13:04:37|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145079.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145079.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145081|norm|2025-01-02T13:04:38|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145081.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145081.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145085|norm|2025-01-02T13:04:39|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145085.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145085.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145086|norm|2025-01-02T13:04:41|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145086.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145086.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145087|norm|2025-01-02T13:04:42|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145087.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145087.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145089|norm|2025-01-02T13:04:43|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145089.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145089.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145092|norm|2025-01-02T13:04:44|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145092.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145092.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145094|norm|2025-01-02T13:04:45|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145094.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145094.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145096|norm|2025-01-02T13:04:47|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145096.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145096.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145098|norm|2025-01-02T13:04:48|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145098.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145098.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145101|norm|2025-01-02T13:04:49|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145101.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145101.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145104|norm|2025-01-02T13:04:50|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145104.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145104.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145106|norm|2025-01-02T13:04:51|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145106.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145106.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145108|norm|2025-01-02T13:04:52|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145108.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145108.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145111|norm|2025-01-02T13:04:53|2025-01-02T13:05:03|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145111.batch||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||FAILED
44145111.extern||2025-01-02T13:05:03|2025-01-02T13:05:03|00:00:03|1|2||COMPLETED
44145113|norm|2025-01-02T13:04:55|2025-01-02T13:06:44|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145113.batch||2025-01-02T13:06:44|2025-01-02T13:06:44|00:00:03|1|2||FAILED
44145113.extern||2025-01-02T13:06:44|2025-01-02T13:06:44|00:00:03|1|2||COMPLETED
44145116|norm|2025-01-02T13:04:56|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145116.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145116.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145118|norm|2025-01-02T13:04:57|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145118.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145118.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145122|norm|2025-01-02T13:05:00|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145122.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145122.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145126|norm|2025-01-02T13:05:03|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145126.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145126.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145132|norm|2025-01-02T13:05:05|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145132.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145132.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145134|norm|2025-01-02T13:05:06|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145134.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145134.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145135|norm|2025-01-02T13:05:08|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145135.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145135.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145138|norm|2025-01-02T13:05:09|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145138.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145138.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145141|norm|2025-01-02T13:05:10|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145141.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145141.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145143|norm|2025-01-02T13:05:11|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145143.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145143.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145145|norm|2025-01-02T13:05:12|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145145.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145145.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145148|norm|2025-01-02T13:05:13|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145148.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145148.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145150|norm|2025-01-02T13:05:15|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145150.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145150.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:05|1|2||COMPLETED
44145152|norm|2025-01-02T13:05:16|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145152.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145152.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145154|norm|2025-01-02T13:05:17|2025-01-02T13:05:55|00:00:04|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145154.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||FAILED
44145154.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145156|norm|2025-01-02T13:05:18|2025-01-02T13:05:55|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145156.batch||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:03|1|2||FAILED
44145156.extern||2025-01-02T13:05:55|2025-01-02T13:05:55|00:00:04|1|2||COMPLETED
44145160|norm|2025-01-02T13:05:19|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145160.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145160.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145163|norm|2025-01-02T13:05:20|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145163.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145163.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145165|norm|2025-01-02T13:05:22|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145165.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145165.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145166|norm|2025-01-02T13:05:23|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145166.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145166.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145168|norm|2025-01-02T13:05:24|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145168.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145168.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145170|norm|2025-01-02T13:05:25|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145170.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145170.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145172|norm|2025-01-02T13:05:26|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145172.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145172.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145174|norm|2025-01-02T13:05:28|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145174.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145174.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145177|norm|2025-01-02T13:05:29|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145177.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145177.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145181|norm|2025-01-02T13:05:30|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145181.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145181.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145183|norm|2025-01-02T13:05:31|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145183.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145183.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145186|norm|2025-01-02T13:05:32|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145186.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145186.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145189|norm|2025-01-02T13:05:33|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145189.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145189.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145191|norm|2025-01-02T13:05:35|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145191.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145191.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145193|norm|2025-01-02T13:05:36|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145193.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145193.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145195|norm|2025-01-02T13:05:37|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145195.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145195.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145197|norm|2025-01-02T13:05:38|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145197.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145197.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145199|norm|2025-01-02T13:05:39|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145199.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145199.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145203|norm|2025-01-02T13:05:40|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145203.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145203.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145204|norm|2025-01-02T13:05:42|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145204.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145204.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145206|norm|2025-01-02T13:05:43|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145206.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145206.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145209|norm|2025-01-02T13:05:44|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145209.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145209.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145211|norm|2025-01-02T13:05:45|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145211.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145211.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145213|norm|2025-01-02T13:05:46|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145213.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145213.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145215|norm|2025-01-02T13:05:48|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145215.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145215.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
44145217|norm|2025-01-02T13:05:49|2025-01-02T13:05:56|00:00:03|1|2|billing=17,cpu=1,mem=80G,node=1|FAILED
44145217.batch||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||FAILED
44145217.extern||2025-01-02T13:05:56|2025-01-02T13:05:56|00:00:03|1|2||COMPLETED
